cargo,empresa,salario_base,localizacao,modalidade_trabalho,nivel,experiencia,tipo_contrato,remuneracao_total_anual,remuneracao_inclui,salario_base_detalhado,bonus_anual,relacao_empresa,area_especializacao,beneficios,remuneracao_total_mensal
Analista de Dados,Embraer,3.400,"São José dos Campos, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,48.722,"Inclui bônus, PLR, stock options e comissões",45.322,3.400,Funcionário em março de 2025,Desenvolvimento Full Stack,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,4.060
Analista de Dados,Companhia de Informática de Jundiaí - CIJUN,10.515,"Jundiaí, São Paulo",Presencial,Pleno,2 anos de experiência,CLT,154.508,"Inclui bônus, PLR, stock options e comissões",140.165,Não informado,Funcionário em março de 2025,Dados,Vale Refeição | Plano de Saúde | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Day off no aniversário | Apoio psicológico,12.876
Analista de Dados,Shopee,4.000,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,CLT,59.320,"Inclui bônus, PLR, stock options e comissões",53.320,6.000,Funcionário em março de 2025,Não informado,Não informado,4.943
Analista de Dados,Mutant,5.000,"São Paulo, São Paulo",Híbrido,Júnior,2 anos de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,5.554
Analista de dados e BI,SB Credito,9.900,"Curitiba, Paraná",Remoto,Sênior,8 anos de experiência,PJ,118.800,"Inclui bônus, PLR, stock options e comissões",118.800,Não informado,Funcionário em março de 2025,Não informado,Não informado,9.900
Analista de Dados,Asaas gestão de pagamentos,6.500,"Curitiba, Paraná",Remoto,Pleno,3 anos de experiência,CLT,86.645,"Inclui bônus, PLR, stock options e comissões",86.645,Não informado,Saiu da empresa em 2023 (ex-funcionário),Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Gympass ou subsídio para academia | Stock Options | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,7.220
Analista de Dados,Algar Telecom,2.300,São Paulo,Presencial,Júnior,3 anos de experiência,CLT,30.659,"Inclui bônus, PLR, stock options e comissões",30.659,Não informado,Funcionário em março de 2025,Inteligência Artificial / Machine Learning,Vale Alimentação | Home Office,2.555
Analista de Dados,Vibra Energia,10.600,"Rio de Janeiro, Rio de Janeiro",Híbrido,Sênior,5 anos de experiência,CLT,161.298,"Inclui bônus, PLR, stock options e comissões",141.298,20.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,13.442
analista de dados pleno,Juntos Somos Mais,7.758,"São Paulo, São Paulo",Remoto,Pleno,3 anos de experiência,CLT,117.414,"Inclui bônus, PLR, stock options e comissões",103.414,14.000,Funcionário em março de 2025,Banco de Dados,Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,9.785
Analista de Dados,Banco Itaú,7.536,"São Paulo, São Paulo",Híbrido,Júnior,3 anos de experiência,CLT,100.455,"Inclui bônus, PLR, stock options e comissões",100.455,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,8.371
Analista de Dados,Livelo Brasil,8.500,"Barueri, São Paulo",Híbrido,Sênior,3 anos de experiência,CLT,130.305,"Inclui bônus, PLR, stock options e comissões",113.305,17.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,10.859
Analista de Dados,Axenya,11.000,"Rio das Ostras, Rio de Janeiro",Remoto,Sênior,4 anos de experiência,PJ,132.000,"Inclui bônus, PLR, stock options e comissões",132.000,Não informado,Funcionário em março de 2025,Não informado,Não informado,11.000
Analista de Dados,Estoca,12.200,São Paulo,Remoto,Sênior,6 anos de experiência,CLT,162.626,"Inclui bônus, PLR, stock options e comissões",162.626,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Plano de Saúde | Home Office | Horário Flexível,13.552
Analista de dados e BI,Vivo,4.472,"São Paulo, São Paulo",Híbrido,Pleno,3 anos de experiência,CLT,70.792,"Inclui bônus, PLR, stock options e comissões",59.612,11.180,Funcionário em março de 2025,Engenharia Elétrica,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,5.899
Analista de Dados,Movida,2.130,"Mogi das Cruzes, São Paulo",Presencial,Júnior,1.2 anos de experiência,CLT,28.873,"Inclui bônus, PLR, stock options e comissões",28.393,480,Saiu da empresa em 2025 (ex-funcionário),Banco de Dados,Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,2.406
Analista de Dados,Zallpy,3.300,"Belo Horizonte, Minas Gerais",Remoto,Júnior,0.5 anos de experiência,CLT,43.989,"Inclui bônus, PLR, stock options e comissões",43.989,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Plano de Saúde | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,3.666
Analista de dados e BI,Robert Bosch Brasil,6.150,"Joinville, Santa Catarina",Remoto,Júnior,3 anos de experiência,CLT,85.480,"Inclui bônus, PLR, stock options e comissões",81.980,3.500,Funcionário em março de 2025,Não informado,Vale Alimentação | Plano de Saúde | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Day off no aniversário | Licença maternidade estendida | Licença paternidade estendida,7.123
Analista de Dados,zeentech,4.500,"Betim, Minas Gerais",Presencial,Júnior,2 anos de experiência,CLT,60.615,"Inclui bônus, PLR, stock options e comissões",59.985,630,Funcionário em março de 2025,Engenharia Mecânica,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Seguro de vida,5.051
Analista de dados e BI,BlueShift Brasil,14.500,São Paulo,Remoto,Sênior,5 anos de experiência,PJ,174.000,"Inclui bônus, PLR, stock options e comissões",174.000,Não informado,Funcionário em março de 2025,Banco de Dados,Não informado,14.500
Analista de Dados,Raízen,6.450,"São Paulo, São Paulo",Híbrido,Pleno,2 anos de experiência,CLT,104.979,"Inclui bônus, PLR, stock options e comissões",85.979,19.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,8.748
Analista de Dados,Contabilizei,8.500,"Curitiba, Paraná",Remoto,Pleno,5.5 anos de experiência,CLT,113.305,"Inclui bônus, PLR, stock options e comissões",113.305,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico,9.442
analista de dados operacionais,Pegaki,5.500,"São Paulo, São Paulo",Híbrido,Pleno,2 anos de experiência,CLT,84.315,"Inclui bônus, PLR, stock options e comissões",73.315,11.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,7.026
Analista de Dados Sr.,SulAmérica,8.270,"São Paulo, São Paulo",Híbrido,Sênior,6 anos de experiência,CLT,116.239,"Inclui bônus, PLR, stock options e comissões",110.239,6.000,Funcionário em março de 2025,Estatística aplicada em plano de saúde,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia,9.687
Analista de Dados III,Oncoclínicas&Co,9.744,"São Paulo, São Paulo",Presencial,Especialista,15 anos de experiência,CLT,139.632,"Inclui bônus, PLR, stock options e comissões",129.888,9.744,Funcionário em março de 2025,Oncologia Clinica,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,11.636
Analista de dados,Vibra Energia,10.600,"Rio de Janeiro, Rio de Janeiro",Presencial,Sênior,5 anos de experiência,CLT,161.298,"Inclui bônus, PLR, stock options e comissões",141.298,20.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,13.442
Analista de Dados,Remessa Online,11.000,"São Paulo, São Paulo",Híbrido,Especialista,3.5 anos de experiência,CLT,172.630,"Inclui bônus, PLR, stock options e comissões",146.630,26.000,Funcionário em março de 2025,Câmbio,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,14.386
Analista de Dados,Shopee,8.000,São Paulo,Presencial,Pleno,3 anos de experiência,CLT,121.640,"Inclui bônus, PLR, stock options e comissões",106.640,15.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Participação nos Lucros e Resultados (PLR),10.137
Analista de Dados e Sistemas Pl,Captativa,7.200,"São Paulo, São Paulo",Híbrido,Pleno,2.5 anos de experiência,CLT,95.976,"Inclui bônus, PLR, stock options e comissões",95.976,Não informado,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida,7.998
Analista de dados e BI,Sisprime do Brasil,6.170,"Londrina , Paraná",Presencial,Pleno,5 anos de experiência,CLT,88.416,"Inclui bônus, PLR, stock options e comissões",82.246,6.170,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário,7.368
Analista de Dados,Cognizant,10.300,Minas Gerais,Remoto,Sênior,3 anos de experiência,CLT,146.299,"Inclui bônus, PLR, stock options e comissões",137.299,9.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Gympass ou subsídio para academia | Apoio psicológico,12.192
Analista de Dados,Agora investimento,6.320,"São Paulo, São Paulo",Híbrido,Júnior,6 anos de experiência,CLT,140.906,"Inclui bônus, PLR, stock options e comissões",84.246,30.000,Funcionário em março de 2025,Analise e engenharia de dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença maternidade estendida,11.742
Analista de Dados,Arcelormittal,6.382,"Belo Horizonte, Minas Gerais",Híbrido,Júnior,2 anos de experiência,CLT,108.535,"Inclui bônus, PLR, stock options e comissões",85.072,23.463,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,9.045
Analista de Dados,Mercado Livre,10.482,"Campinas, São Paulo",Híbrido,Pleno,10 anos de experiência,CLT,153.725,"Inclui bônus, PLR, stock options e comissões",139.725,14.000,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,12.810
Analista de Dados,Dock Tech,4.250,"Barueri, São Paulo",Remoto,Júnior,1 ano de experiência,CLT,56.653,"Inclui bônus, PLR, stock options e comissões",56.653,Não informado,Funcionário em março de 2025,Vendas,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,4.721
Analista de Dados,Flytour Business Travel,3.500,"São Paulo, São Paulo",Presencial,Júnior,1 ano de experiência,CLT,46.655,"Inclui bônus, PLR, stock options e comissões",46.655,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Café Grátis | Horas extras | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,3.888
Analista de Dados,Compass UOL,8.900,Rio de Janeiro,Remoto,Sênior,8 anos de experiência,CLT,118.637,"Inclui bônus, PLR, stock options e comissões",118.637,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida,9.886
Analista de Dados,Amazon,7.526,"São Paulo, São Paulo",Híbrido,Júnior,1 ano de experiência,CLT,190.322,"Inclui bônus, PLR, stock options e comissões",100.322,Não informado,Funcionário em março de 2025,"Aplicações (Salesforce, Workday, etc.)",Vale Refeição | Plano de Saúde | Plano Odontológico | Horário Flexível | Café Grátis | Seguro de vida | Gympass ou subsídio para academia | Stock Options | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,15.860
Analista de Dados,Tdk,5.000,"Gravataí , Rio Grande do Sul",Presencial,Pleno,5 anos de experiência,CLT,69.050,"Inclui bônus, PLR, stock options e comissões",66.650,2.400,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico,5.754
Analista de Dados,DBC Company,5.300,Rio Grande do Sul,Remoto,Júnior,1.5 anos de experiência,CLT,70.649,"Inclui bônus, PLR, stock options e comissões",70.649,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Plano de Saúde | Home Office | Horário Flexível,5.887
Analista de Dados,Yduqs,7.192,"Rio de Janeiro, Rio de Janeiro",Híbrido,Sênior,2.9 anos de experiência,CLT,95.869,"Inclui bônus, PLR, stock options e comissões",95.869,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,7.989
Analista de Dados,TDK,6.400,"Gravataí, Rio Grande do Sul",Presencial,Pleno,4 anos de experiência,CLT,87.712,"Inclui bônus, PLR, stock options e comissões",85.312,2.400,Oferta de emprego recebida em março de 2025,Engenharia Mecânica,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis,7.309
Analista de Dados,Vertigo,4.380,"Brasília, Distrito Federal",Remoto,Júnior,5 anos de experiência,CLT,58.385,"Inclui bônus, PLR, stock options e comissões",58.385,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Educação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Viagens | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,4.865
Analista de Dados,Trustly,12.000,São Paulo,Remoto,Sênior,5 anos de experiência,CLT,180.960,"Inclui bônus, PLR, stock options e comissões",159.960,21.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Plano de Saúde | Home Office | Horário Flexível | Viagens | Celular Corporativo | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia | Day off no aniversário,15.080
Analista de dados,Não interessa,7.777,"São Paulo, São Paulo",Remoto,Sênior,3 anos de experiência,CLT,113.667,"Inclui bônus, PLR, stock options e comissões",103.667,10.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença paternidade estendida,9.472
Analista de Dados,Edenred,4.800,Rio Grande do Sul,Híbrido,Júnior,3 anos de experiência,CLT,71.184,"Inclui bônus, PLR, stock options e comissões",63.984,7.200,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Participação nos Lucros e Resultados (PLR) | Horas extras | Seguro de vida | Gympass ou subsídio para academia,5.932
Analista de dados e BI,SurfCo,4.000,"São Paulo, São Paulo",Híbrido,Pleno,6 anos de experiência,CLT,57.320,"Inclui bônus, PLR, stock options e comissões",53.320,4.000,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Café Grátis | Participação nos Lucros e Resultados (PLR) | Horas extras | Gympass ou subsídio para academia,4.777
Analista de Dados,CRMBONUS,4.500,"São Paulo, São Paulo",Híbrido,Pleno,1 ano de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em março de 2025,Não informado,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia | Day off no aniversário,4.999
Analista de dados e BI,Kedu,4.500,"Fortaleza, Ceará",Híbrido,Sênior,7 anos de experiência,CLT,59.985,"Inclui bônus, PLR, stock options e comissões",59.985,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Alimentação | Vale Transporte | Plano de Saúde | Home Office | Day off no aniversário,4.999
Analista de dados e BI,germina,12.000,São Paulo,Remoto,Pleno,5 anos de experiência,CLT,159.960,"Inclui bônus, PLR, stock options e comissões",159.960,Não informado,Funcionário em março de 2025,Não informado,Home Office | Horário Flexível,13.330
Analista de Dados,Invillia,7.300,"Vitória, Espírito Santo",Remoto,Pleno,3 anos de experiência,CLT,105.307,"Inclui bônus, PLR, stock options e comissões",97.309,Não informado,Funcionário em março de 2025,Engenharia de Software,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Seguro de vida | Day off no aniversário,8.776
Analista de dados e BI,International Meal Company,4.546,"São Paulo, São Paulo",Híbrido,Pleno,5 anos de experiência,CLT,65.144,"Inclui bônus, PLR, stock options e comissões",60.598,4.546,Funcionário em março de 2025,Outra,Vale Refeição | Vale Transporte | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Gympass ou subsídio para academia,5.429
Analista de Dados Sênior,Valgroup,9.500,"Lorena, São Paulo",Híbrido,Sênior,7 anos de experiência,CLT,130.635,"Inclui bônus, PLR, stock options e comissões",126.635,4.000,Funcionário em março de 2025,Outra,Vale Transporte | Plano de Saúde | Plano Odontológico | Horário Flexível | Viagens | Celular Corporativo | Café Grátis | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia,10.886
Analista de dados e BI,Dexian,10.500,"Divinópolis, Minas Gerais",Remoto,Pleno,3 anos de experiência,CLT,139.965,"Inclui bônus, PLR, stock options e comissões",139.965,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Auxílio Creche | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia,11.664
Analista de Dados Sênior,Comerc energia,9.500,"Florianópolis, Santa Catarina",Remoto,Sênior,6 anos de experiência,CLT,151.635,"Inclui bônus, PLR, stock options e comissões",126.635,25.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,12.636
Analista de Dados,TOTVS,6.000,"Curitiba, Paraná",Remoto,Pleno,3.5 anos de experiência,CLT,85.980,"Inclui bônus, PLR, stock options e comissões",79.980,6.000,Oferta de emprego recebida em março de 2025,Business Intelligence,Vale Refeição | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,7.165
Analista de Dados,Finaxis,4.282,"São Paulo , São Paulo",Híbrido,Júnior,6 anos de experiência,CLT,58.055,"Inclui bônus, PLR, stock options e comissões",57.073,Não informado,Funcionário em março de 2025,Análise Financeira,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Horas extras | Seguro de vida | Gympass ou subsídio para academia,4.838
Analista de dados e BI,DELL COMPUTADORES DO BRASIL,9.050,"Porto Alegre, Rio Grande do Sul",Híbrido,Pleno,3.5 anos de experiência,CLT,127.137,"Inclui bônus, PLR, stock options e comissões",120.637,6.500,Funcionário em março de 2025,Inteligência de Negócio,Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia,10.595
Analista de Dados Sênior,Tecla T,9.000,"Fortaleza, Ceará",Presencial,Sênior,6 anos de experiência,CLT,119.983,"Inclui bônus, PLR, stock options e comissões",119.970,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Gympass ou subsídio para academia | Apoio psicológico,9.999
Analista de Dados,Pagbank,6.800,"São Paulo, São Paulo",Híbrido,Júnior,3 anos de experiência,CLT,104.244,"Inclui bônus, PLR, stock options e comissões",90.644,13.600,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Educação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,8.687
Analista de Dados Sênior,QuintoAndar,10.000,"São Paulo, São Paulo",Remoto,Sênior,7 anos de experiência,CLT,152.100,"Inclui bônus, PLR, stock options e comissões",133.300,18.800,Funcionário em março de 2025,Nenhuma,Vale Refeição | Vale Alimentação | Auxílio Creche | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário,12.675
Analista de Dados,Sicredi,5.690,"Porto Alegre, Rio Grande do Sul",Remoto,Pleno,4 anos de experiência,CLT,130.838,"Inclui bônus, PLR, stock options e comissões",75.848,15.000,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Auxílio Creche | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Horas extras | Previdência privada | Seguro de vida | Gympass ou subsídio para academia | Licença maternidade estendida | Licença paternidade estendida,10.903
Analista de Dados,Wellhub,10.500,Pernambuco,Remoto,Pleno,8 anos de experiência,CLT,139.965,"Inclui bônus, PLR, stock options e comissões",139.965,Não informado,Funcionário em março de 2025,Outra,Vale Refeição | Vale Alimentação | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Participação nos Lucros e Resultados (PLR) | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico | Licença maternidade estendida | Licença paternidade estendida,11.664
Analista de Dados,Data System,3.000,Santa Catarina,Híbrido,Pleno,1 ano de experiência,CLT,39.990,"Inclui bônus, PLR, stock options e comissões",39.990,Não informado,Funcionário em março de 2025,Não informado,Não informado,3.333
Analista de Dados Sênior,DBC Company,16.000,"Porto Alegre, Rio Grande do Sul",Híbrido,Sênior,5 anos de experiência,CLT,213.280,"Inclui bônus, PLR, stock options e comissões",213.280,Não informado,Oferta de emprego recebida em março de 2024,Dados,Não informado,17.773
Analista de Dados,SulAmérica,3.700,São Paulo,Híbrido,Júnior,3 anos de experiência,CLT,49.321,"Inclui bônus, PLR, stock options e comissões",49.321,Não informado,Funcionário em março de 2025,Banco de Dados,Vale Refeição | Vale Alimentação | Vale Transporte | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida,4.110
Analista de Dados,Up Value Solutions,3.630,"Fortaleza, Ceará",Presencial,Júnior,1 ano de experiência,CLT,53.388,"Inclui bônus, PLR, stock options e comissões",48.388,5.000,Funcionário em março de 2025,Outra,Horário Flexível,4.449
Analista de Dados,Grupo Boticário,5.796,"Fortaleza, Ceará",Remoto,Pleno,4 anos de experiência,CLT,77.261,"Inclui bônus, PLR, stock options e comissões",77.261,Não informado,Oferta de emprego recebida em fevereiro de 2025,Dados,Vale Refeição | Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Horário Flexível | Seguro de vida | Gympass ou subsídio para academia | Day off no aniversário | Apoio psicológico,6.438
Analista de dados e BI,Capgemini,5.000,"Garanhuns, Pernambuco",Remoto,Pleno,3 anos de experiência,CLT,66.650,"Inclui bônus, PLR, stock options e comissões",66.650,Não informado,Funcionário em março de 2025,Outra,Vale Alimentação | Auxílio Internet | Plano de Saúde | Plano Odontológico | Home Office | Seguro de vida | Gympass ou subsídio para academia | Apoio psicológico | Licença paternidade estendida,5.554
